GeneID	ANNOTATION_SYMBOL	NAME	ISC	EB	EC	EE	VM
FBgn0052762	CG32762	-	0.000	0.014	0.006	0.007	0.000
FBgn0052767	CG32767	-	0.761	0.319	0.662	0.938	0.442
FBgn0052772	CG32772	-	3.047	2.182	1.847	3.840	2.140
FBgn0052773	CG32773	-	0.453	0.230	0.782	3.540	0.679
FBgn0052774	CG32774	Mucin 4B	0.008	0.028	0.026	0.003	0.036
FBgn0052779			0.000	0.000	0.000	0.000	0.000
FBgn0052783	CG32783	-	0.002	0.001	0.002	0.004	0.000
FBgn0052785	CR32785	transfer RNA:CR32785	0.000	0.039	0.000	0.000	0.000
FBgn0052786	CG32786	-	0.000	0.000	0.000	0.000	0.000
FBgn0052791	CG32791	-	3.408	0.518	1.083	0.493	0.723
FBgn0052792	CG32792	pickpocket 8	0.074	0.017	0.015	0.021	0.012
FBgn0052793	CG32793	-	0.046	0.005	0.007	0.016	0.006
FBgn0052797	CG32797	-	0.035	0.000	0.007	0.066	0.008
FBgn0052801	CG32801	-	0.000	0.004	0.000	0.003	0.000
FBgn0052803	CG32803	-	7.291	9.689	9.725	9.848	7.330
FBgn0052806	CG32806	-	0.000	0.000	0.000	0.031	0.000
FBgn0052808	CG32808	-	0.397	0.545	0.414	1.843	0.554
FBgn0052811	CG32811	-	0.009	0.018	0.000	0.291	0.611
FBgn0052813	CG32813	-	3.789	4.523	3.982	2.730	2.619
FBgn0052814	CG32814	-	0.015	0.018	0.033	0.038	0.005
FBgn0052815	CG32815	-	0.218	0.089	0.127	1.310	0.091
FBgn0052816	CG32816	-	0.190	0.038	0.036	0.059	0.126
FBgn0052817	CG32817	-	0.063	0.201	0.315	0.152	0.158
FBgn0052819	CG32819	-	0.000	0.000	0.000	0.000	0.000
FBgn0052820	CG32820	-	0.000	0.000	0.000	0.000	0.000
FBgn0052821	CR32821	-	0.000	0.000	0.000	0.000	0.000
FBgn0052822	-	-	0.846	3.308	2.010	5.257	1.125
FBgn0052823	CG32823	Sperm-specific dynein intermediate chain 3	0.423	0.133	0.314	1.011	1.620
FBgn0052826	CR32826	transfer RNA:CR32826	0.000	0.000	0.000	0.000	0.000
FBgn0052829	CG32829	-	0.566	0.347	0.237	0.195	0.181
FBgn0052831	CG33695	-	0.000	0.000	0.000	0.000	0.000
FBgn0052832	CG32832	-	5.264	4.288	3.676	8.474	2.261
FBgn0052833	CG32833	-	0.000	0.000	0.000	0.006	0.000
FBgn0052834	CG32834	-	0.000	0.000	0.000	0.000	0.000
FBgn0052835	CR32835	-	0.054	0.046	0.034	0.094	0.128
FBgn0052843	CG32843	Diuretic hormone 31 Receptor	0.021	0.015	0.257	0.367	0.357
FBgn0052845	CG32845	-	0.515	0.450	0.586	0.183	0.185
FBgn0052846	CG32846	-	0.002	0.000	0.000	0.015	0.003
FBgn0052847	CG32847	-	0.039	0.008	0.006	0.025	0.014
FBgn0052850	CG32850	-	2.298	6.951	5.542	11.407	4.840
FBgn0052855	CG32855	-	0.068	0.060	0.040	0.007	0.014
FBgn0052856	CG32856	-	7.548	8.398	10.622	12.895	4.827
FBgn0052857	CG32857	-	0.000	0.000	0.000	0.000	0.000
FBgn0052865	CR32865	alphagamma-element:CR32865	356.129	55.132	251.463	440.037	115.660
FBgn0052939	CG32939	-	0.000	0.000	0.000	0.000	0.000
FBgn0052944	CG32944	-	0.325	0.445	0.438	0.397	0.215
FBgn0052945	CG32945	-	0.016	0.079	0.000	0.008	0.007
FBgn0052971	CG32971	-	0.309	0.075	0.093	0.008	0.052
FBgn0052982	CG32982	-	2.462	3.113	3.535	0.624	2.410
FBgn0052983	CG32983	-	0.000	0.000	0.000	0.000	0.000
FBgn0052984	CG32984	-	7.409	0.091	0.138	6.500	2.051
FBgn0052985	CG32985	-	0.416	0.257	0.109	0.618	0.304
FBgn0052986	CG32986	-	0.086	0.021	0.000	0.021	0.000
FBgn0052987	CG32987	-	0.000	0.000	0.000	0.000	0.000
FBgn0052988	CG32988	-	0.003	0.000	0.000	0.000	0.000
FBgn0053002	CG33002	mitochondrial ribosomal protein L27	47.637	72.752	64.675	42.951	33.445
FBgn0053003	CG33003	-	0.017	0.042	0.036	0.058	0.058
FBgn0053012	CG33012	-	0.028	0.114	0.246	3.945	4.841
FBgn0053013	CR33013	-	0.189	0.239	0.416	0.700	3.157
FBgn0053017	CG33017	-	0.016	0.053	0.012	0.018	0.025
FBgn0053051	CG33051	-	34.271	32.427	48.388	46.552	26.077
FBgn0053052	CG33052	-	8.641	7.180	6.939	1.388	3.946
FBgn0053054	CG33054	-	2.314	3.230	3.307	3.753	3.178
FBgn0053056	CG33056	-	2.434	3.069	2.452	1.819	4.890
FBgn0053057	CG33057	-	1.603	3.672	2.681	0.856	2.152
FBgn0053060	CG33060	-	0.046	0.068	0.000	0.000	0.031
FBgn0053061	CG33061	-	0.013	0.014	0.007	0.000	0.071
FBgn0053062	CG33062	-	0.591	0.757	0.726	2.354	0.238
FBgn0053080	CG33080	-	0.121	0.051	0.088	0.182	0.470
FBgn0053082	CG33082	-	0.022	0.029	0.023	0.004	0.003
FBgn0053087	CG33087	LDL receptor protein 1	0.354	0.179	0.123	0.211	0.129
FBgn0053092	CG33092	delta-1-Pyrroline-5-carboxylate dehydrogenase 2	0.002	0.003	0.006	0.033	0.007
FBgn0053093	CG33093	-	0.010	0.063	0.072	0.168	0.132
FBgn0053094	CG33094	Syndapin	49.886	60.751	56.912	31.698	53.724
FBgn0053095	CG33095	-	2.320	1.907	2.094	2.459	1.534
FBgn0053096	CG33096	-	0.286	0.450	0.420	0.570	0.382
FBgn0053098	CG33098	-	0.010	0.027	0.008	0.012	0.049
FBgn0053099	CG33099	-	12.477	78.986	18.790	16.149	37.004
FBgn0053100	CG33100	eIF4E-Homologous Protein	2.053	1.971	2.584	2.590	2.140
FBgn0053105	CG33105	p24-related-2	0.000	0.000	0.000	0.000	0.000
FBgn0053107	CG33107	-	6.502	12.163	11.621	7.681	8.218
FBgn0053108	CG33108	-	2.607	5.624	3.623	3.200	1.395
FBgn0053109	CG33109	-	2223.960	4.550	14.321	2048.411	98.777
FBgn0053110	CG33110	-	0.112	0.104	0.098	0.048	1.884
FBgn0053111	CG33111	-	2.490	6.387	4.512	4.286	6.472
FBgn0053113	CG33113	Reticulon-like1	5.113	11.019	9.825	8.637	9.873
FBgn0053116	CG33116	-	3.041	9.700	13.874	4.230	13.176
FBgn0053117	CG33117	Victoria	0.089	0.028	0.048	0.000	0.000
FBgn0053120	CG33120	-	0.141	0.491	1.405	3.255	6.538
FBgn0053121	CG33121	Serpin 28Db	0.000	0.005	0.000	0.002	0.005
FBgn0053123	CG33123	-	19.697	20.477	19.767	8.293	8.470
FBgn0053124	CG33124	-	0.011	0.008	0.006	0.002	0.001
FBgn0053125	CG33125	-	0.005	0.001	0.058	0.007	0.006
FBgn0053126	CG33126	Neural Lazarillo	294.974	42.348	83.793	928.633	202.188
FBgn0053127	CG33127	-	47.385	110.790	168.300	24.381	386.546
FBgn0053128	CG33128	-	0.043	0.205	0.421	0.060	0.049
FBgn0053129	CG33129	-	5.199	5.609	6.269	5.227	5.570
FBgn0053136	CG33136	-	0.452	0.484	0.834	0.082	0.210
FBgn0053137	CG33137	-	2.473	4.482	2.026	1.722	2.497
FBgn0053138	CG33138	"1,4-Alpha-Glucan Branching Enzyme"	3.083	6.524	3.396	3.864	8.998
FBgn0053139	CG33139	Ranbp11	1.597	1.663	2.046	1.874	1.901
FBgn0053140	CG33140	-	0.005	0.001	0.001	0.006	0.011
FBgn0053143	CG33143	-	0.100	0.143	0.096	4.896	0.188
FBgn0053144	CG33144	-	0.575	0.811	0.988	1.633	1.353
FBgn0053145	CG33145	-	0.935	0.593	1.044	0.869	0.485
FBgn0053147	CG33147	Heparan sulfate 3-O sulfotransferase-A	0.152	0.155	0.343	2.655	0.096
FBgn0053155	CG33155	-	0.008	0.028	0.028	0.654	0.047
FBgn0053156	CG33156	-	0.255	0.449	0.646	0.547	0.311
FBgn0053158	CG33158	-	4.794	5.449	3.559	1.182	2.026
FBgn0053159	CG33159	-	0.316	0.152	0.042	0.007	0.022
FBgn0053160	CG33160	-	0.153	0.195	0.102	0.077	0.142
FBgn0053169	CG33169	-	14.403	8.285	18.091	48.451	25.563
FBgn0053170	CG33170	-	42.263	43.926	38.390	39.331	37.994
FBgn0053172	CG33172	-	0.243	0.471	0.627	0.390	0.484
FBgn0053177	CG33177	-	0.273	0.628	0.223	0.169	0.228
FBgn0053178	CG33178	-	5.813	33.448	6.212	4.285	238.294
FBgn0053179	CG33179	beat-IIIb	0.004	0.066	0.816	0.315	0.233
FBgn0053180	CG33180	Ranbp16	0.656	0.595	0.860	0.804	0.879
FBgn0053181	CG33181	-	0.423	0.531	1.669	4.149	7.130
FBgn0053182	CG33182	Histone demethylase 4B	0.358	0.284	0.474	0.711	0.555
FBgn0053189	CG33189	-	0.074	0.077	0.042	0.238	0.134
FBgn0053191	CG33191	-	0.077	0.018	0.015	0.022	0.013
FBgn0053192	CG33192	Metallothionein D	67.572	124.529	694.361	848.033	903.147
FBgn0053193	CG33193	salvador	2.081	2.481	2.572	1.458	1.599
FBgn0053194	CG33194	Chemosensory protein A 29a	0.012	0.055	0.084	0.025	0.124
FBgn0053196	CG33196	dumpy	0.003	0.006	0.003	0.002	0.024
FBgn0053198	CG33198	presenilin enhancer	2.681	4.997	8.996	6.939	9.603
FBgn0053199	CG33199	-	0.095	0.192	0.162	0.682	0.141
FBgn0053200	CG33200	ventrally-expressed-protein-D	1.262	0.404	1.572	4.169	1.215
FBgn0053202	CG33202	dpr11	0.004	0.008	0.007	0.018	0.000
FBgn0053203	CG33203	-	0.159	0.020	0.025	0.356	0.015
FBgn0053207	CG33207	pxb	0.853	1.002	0.374	1.125	0.453
FBgn0053208	CG33208	Molecule interacting with CasL	0.148	0.157	0.138	0.427	0.177
FBgn0053213	CG33213	-	1.217	0.776	1.628	1.602	0.751
FBgn0053217	CG33217	-	4.735	3.002	4.658	4.807	2.849
FBgn0053218	CR33218	-	0.190	0.375	0.168	0.541	0.263
FBgn0053221	CR33221	-	0.007	0.019	0.006	0.012	0.019
FBgn0053222	CR33222	-	1.213	1.270	0.907	0.246	0.629
FBgn0053223	CG33223	-	0.122	0.709	1.154	0.455	1.015
FBgn0053225	CG33225	-	0.046	0.111	0.150	0.156	0.081
FBgn0053229	CG33229	-	27.547	26.249	23.862	61.686	16.918
FBgn0053230	CG33230	-	6.961	12.089	4.614	4.508	3.921
FBgn0053233	CG33233	-	0.225	0.823	0.419	0.709	1.278
FBgn0053234	CG33234	-	0.013	0.081	0.047	0.025	0.053
FBgn0053236	CG33236	Ste:CG33236	0.000	0.000	0.000	0.000	0.000
FBgn0053237	CG33237	Ste:CG33237	0.000	0.000	0.000	0.000	0.000
FBgn0053238	CG33238	Ste:CG33238	0.000	0.000	0.000	0.000	0.000
FBgn0053239	CG33239	Ste:CG33239	0.000	0.000	0.000	0.000	0.000
FBgn0053240	CG33240	Ste:CG33240	0.000	0.000	0.000	0.000	0.000
FBgn0053241	CG33241	Ste:CG33241	0.000	0.000	0.000	0.000	0.000
FBgn0053242	CG33242	Ste:CG33242	0.000	0.000	0.000	0.000	0.000
FBgn0053243	CG33243	Ste:CG33243	0.000	0.000	0.000	0.000	0.000
FBgn0053244	CG33244	Ste:CG33244	0.000	0.000	0.000	0.000	0.000
FBgn0053245	CG33245	Ste:CG33245	0.000	0.000	0.000	0.000	0.000
FBgn0053246	CG33246	Ste:CG33246	0.000	0.000	0.000	0.000	0.000
FBgn0053247	CG33247	Ste:CG33247	0.000	0.000	0.000	0.000	0.000
FBgn0053252	CG33252	-	0.272	0.080	0.016	0.070	0.356
FBgn0053255	CG33255	-	0.000	0.000	0.000	0.000	0.000
FBgn0053257	CG33257	-	0.000	0.006	0.004	0.015	0.004
FBgn0053258	CG33258	-	2.046	1.146	6.743	1.716	15.180
FBgn0053260	CG33260	-	1.199	0.340	0.418	1.553	1.125
FBgn0053262	CG33262	-	0.043	0.040	0.012	0.000	0.109
FBgn0053263	CG33263	-	0.003	0.034	0.035	0.089	0.757
FBgn0053265	CG33265	Mucin 68E	0.269	0.885	5.408	1.298	4.386
FBgn0053267	CG33267	-	7.807	13.921	3.475	2.330	2.664
FBgn0053269	CG33269	-	0.000	0.006	0.000	0.000	0.000
FBgn0053270	CG33270	-	0.051	0.083	0.037	0.079	0.180
FBgn0053271	CG33271	-	0.022	0.023	0.009	0.024	0.007
FBgn0053272	CG33272	-	0.229	0.192	0.147	0.156	0.077
FBgn0053276	CG33276	-	22.400	38.221	35.117	13.437	12.867
FBgn0053278	CG33278	-	0.026	0.036	0.027	0.159	0.002
FBgn0053281	CG33281	-	0.114	0.563	0.536	8.715	0.211
FBgn0053282	CG33282	-	0.075	0.113	0.045	0.367	0.085
FBgn0053283	CR33283	-	0.000	0.035	0.021	0.009	0.000
FBgn0053284	CG33284	-	0.039	0.048	0.033	0.097	0.058
FBgn0053285	CG33285	-	0.000	0.000	0.000	0.000	0.028
FBgn0053286	CG33286	-	0.097	0.241	0.065	0.111	0.270
FBgn0053287	CG33287	-	0.006	0.015	0.020	0.012	0.011
FBgn0053288	CG33288	-	0.017	0.018	0.036	0.023	0.001
FBgn0053289	CG33289	pickpocket 5	0.006	0.042	0.022	0.008	0.028
FBgn0053290	CG33290	-	0.093	0.339	0.219	0.232	0.211
FBgn0053293	CG33293	-	0.101	0.116	0.271	0.224	0.251
FBgn0053294	CR33294	-	0.223	0.017	0.018	0.694	0.159
FBgn0053296	CG33296	-	0.012	0.045	0.129	0.423	0.027
FBgn0053299	CG33299	-	0.000	0.004	0.032	0.023	0.000
FBgn0053300	CG33300	Mucin 30E	0.054	0.151	0.089	0.016	0.099
FBgn0053301	CG33301	-	0.363	0.992	10.111	4.158	3.979
FBgn0053302	CG33302	Cuticular protein 31A	0.014	0.036	0.098	0.010	0.073
FBgn0053303	CG33303	-	32.097	31.685	32.340	31.122	23.300
FBgn0053306	CG33306	-	0.660	0.306	7.516	4.894	216.596
FBgn0053307	CG33307	-	0.041	0.037	0.472	0.803	0.348
FBgn0053309	CG33309	-	0.000	0.000	0.000	0.000	0.000
FBgn0053310	CG33310	-	0.017	0.014	0.131	0.080	0.005
FBgn0053315	CR33315	-	0.027	0.160	0.000	0.107	0.053
FBgn0053317	CR33317	-	2.628	3.522	2.455	6.081	2.359
FBgn0053318	CR33318	-	0.134	0.205	0.446	0.508	0.179
FBgn0053319	CR33319	-	0.136	2.872	0.102	0.237	0.092
FBgn0053322	CG33322	-	0.068	0.039	0.031	0.010	0.040
FBgn0053325	CG33325	-	0.067	0.210	0.092	0.062	0.196
FBgn0053329	CG33329	Serine-peptidase 212	2.391	0.334	0.214	1.784	2.742
FBgn0053333	CG33333	-	0.025	0.415	0.039	0.090	1.994
FBgn0053337	CG33337	-	0.250	0.083	0.399	0.227	0.863
FBgn0053339	CG33339	-	0.012	0.025	0.024	0.112	0.009
FBgn0053340	CG33340	-	0.007	0.014	0.000	0.054	0.011
FBgn0053341	CG33341	-	0.501	0.141	1.716	0.325	0.686
FBgn0053346	CG33346	-	0.029	1.693	6.158	13.112	4.191
FBgn0053348	CG33348	Chemosensory protein B 42a	0.000	0.000	0.006	0.006	0.000
FBgn0053349	CG33349	pickpocket 25	0.091	0.088	0.117	0.037	0.109
FBgn0053353	CR33353	5SrRNA:CR33353	0.000	0.000	0.000	0.000	0.000
FBgn0053354	CR33354	5SrRNA:CR33354	0.000	0.000	0.000	0.000	0.000
FBgn0053355	CR33355	5SrRNA:CR33355	0.000	0.000	0.000	0.000	0.000
FBgn0053356	CR33356	5SrRNA-Psi:CR33356	0.000	0.000	0.000	0.000	0.000
FBgn0053357	CR33357	5SrRNA:CR33357	0.000	0.000	0.000	0.000	0.000
FBgn0053358	CR33358	5SrRNA:CR33358	0.000	0.000	0.000	0.000	0.000
FBgn0053359	CR33359	5SrRNA:CR33359	0.000	0.000	0.000	0.000	0.000
FBgn0053360	CR33360	5SrRNA:CR33360	0.000	0.000	0.000	0.000	0.000
FBgn0053361	CR33361	5SrRNA:CR33361	0.000	0.000	0.000	0.000	0.000
FBgn0053362	CR33362	5SrRNA:CR33362	0.000	0.000	0.000	0.000	0.000
FBgn0053363	CR33363	5SrRNA-Psi:CR33363	0.000	0.000	0.000	0.000	0.000
FBgn0053364	CR33364	5SrRNA:CR33364	0.000	0.000	0.000	0.000	0.000
FBgn0053365	CR33365	5SrRNA:CR33365	0.000	0.000	0.000	0.000	0.000
FBgn0053366	CR33366	5SrRNA:CR33366	0.000	0.000	0.000	0.000	0.035
FBgn0053367	CR33367	5SrRNA:CR33367	0.000	0.000	0.000	0.000	0.000
FBgn0053368	CR33368	5SrRNA:CR33368	0.000	0.000	0.000	0.000	0.000
FBgn0053369	CR33369	5SrRNA:CR33369	0.000	0.000	0.000	0.000	0.000
FBgn0053370	CR33370	5SrRNA:CR33370	0.000	0.000	0.000	0.000	0.000
FBgn0053371	CR33371	5SrRNA-Psi:CR33371	0.000	0.000	0.000	0.000	0.000
FBgn0053372	CR33372	5SrRNA:CR33372	0.000	0.000	0.000	0.000	0.000
FBgn0053373	CR33373	5SrRNA:CR33373	0.000	0.000	0.000	0.000	0.000
FBgn0053374	CR33374	5SrRNA:CR33374	0.000	0.000	0.000	0.000	0.000
FBgn0053375	CR33375	5SrRNA:CR33375	0.000	0.000	0.000	0.000	0.000
FBgn0053376	CR33376	5SrRNA:CR33376	0.000	0.000	0.000	0.000	0.000
FBgn0053377	CR33377	5SrRNA:CR33377	0.000	0.000	0.000	0.000	0.000
FBgn0053378	CR33378	5SrRNA:CR33378	0.000	0.000	0.000	0.000	0.000
FBgn0053379	CR33379	5SrRNA:CR33379	0.000	0.000	0.000	0.000	0.000
FBgn0053380	CR33380	5SrRNA:CR33380	0.000	0.000	0.000	0.000	0.000
FBgn0053381	CR33381	5SrRNA:CR33381	0.000	0.000	0.000	0.000	0.000
FBgn0053382	CR33382	5SrRNA:CR33382	0.000	0.000	0.000	0.000	0.000
FBgn0053383	CR33383	5SrRNA:CR33383	0.000	0.000	0.000	0.000	0.000
FBgn0053384	CR33384	5SrRNA:CR33384	0.000	0.000	0.000	0.000	0.000
FBgn0053385	CR33385	5SrRNA:CR33385	0.000	0.000	0.000	0.000	0.000
FBgn0053386	CR33386	5SrRNA:CR33386	0.000	0.000	0.000	0.000	0.000
FBgn0053387	CR33387	5SrRNA:CR33387	0.000	0.000	0.000	0.000	0.000
FBgn0053388	CR33388	5SrRNA:CR33388	0.000	0.000	0.000	0.000	0.000
FBgn0053389	CR33389	5SrRNA:CR33389	0.000	0.000	0.000	0.000	0.000
FBgn0053390	CR33390	5SrRNA:CR33390	0.000	0.000	0.000	0.000	0.000
FBgn0053391	CR33391	5SrRNA:CR33391	0.000	0.000	0.000	0.000	0.000
FBgn0053392	CR33392	5SrRNA:CR33392	0.000	0.000	0.000	0.000	0.000
FBgn0053393	CR33393	5SrRNA:CR33393	0.000	0.000	0.000	0.000	0.000
FBgn0053394	CR33394	5SrRNA:CR33394	0.000	0.000	0.000	0.000	0.000
FBgn0053395	CR33395	5SrRNA:CR33395	0.000	0.000	0.000	0.000	0.000
FBgn0053396	CR33396	5SrRNA:CR33396	0.000	0.000	0.000	0.000	0.000
FBgn0053397	CR33397	5SrRNA:CR33397	0.000	0.000	0.000	0.000	0.000
FBgn0053398	CR33398	5SrRNA:CR33398	0.000	0.000	0.000	0.000	0.000
FBgn0053399	CR33399	5SrRNA:CR33399	0.000	0.000	0.000	0.000	0.000
FBgn0053400	CR33400	5SrRNA:CR33400	0.000	0.000	0.000	0.000	0.000
FBgn0053401	CR33401	5SrRNA:CR33401	0.000	0.000	0.000	0.000	0.000
FBgn0053402	CR33402	5SrRNA:CR33402	0.000	0.000	0.000	0.000	0.000
FBgn0053403	CR33403	5SrRNA:CR33403	0.000	0.000	0.000	0.000	0.000
FBgn0053404	CR33404	5SrRNA:CR33404	0.000	0.000	0.000	0.000	0.000
FBgn0053405	CR33405	5SrRNA:CR33405	0.000	0.000	0.000	0.000	0.000
FBgn0053406	CR33406	5SrRNA:CR33406	0.000	0.000	0.000	0.000	0.000
FBgn0053407	CR33407	5SrRNA:CR33407	0.000	0.000	0.000	0.000	0.000
FBgn0053408	CR33408	5SrRNA:CR33408	0.000	0.000	0.000	0.000	0.000
FBgn0053409	CR33409	5SrRNA:CR33409	0.000	0.000	0.000	0.000	0.000
FBgn0053410	CR33410	5SrRNA:CR33410	0.000	0.000	0.000	0.000	0.000
FBgn0053411	CR33411	5SrRNA:CR33411	0.000	0.000	0.000	0.000	0.000
FBgn0053412	CR33412	5SrRNA:CR33412	0.000	0.000	0.000	0.000	0.000
FBgn0053413	CR33413	5SrRNA:CR33413	0.000	0.000	0.000	0.000	0.000
FBgn0053414	CR33414	5SrRNA:CR33414	0.000	0.000	0.000	0.000	0.000
FBgn0053415	CR33415	5SrRNA:CR33415	0.000	0.000	0.000	0.000	0.000
FBgn0053416	CR33416	5SrRNA-Psi:CR33416	0.000	0.000	0.000	0.035	0.026
FBgn0053417	CR33417	5SrRNA:CR33417	0.000	0.000	0.000	0.000	0.000
FBgn0053418	CR33418	5SrRNA:CR33418	0.000	0.000	0.000	0.000	0.000
FBgn0053419	CR33419	5SrRNA:CR33419	0.000	0.000	0.000	0.000	0.000
FBgn0053420	CR33420	5SrRNA:CR33420	0.000	0.000	0.000	0.000	0.000
FBgn0053421	CR33421	5SrRNA:CR33421	0.000	0.000	0.000	0.000	0.000
FBgn0053422	CR33422	5SrRNA:CR33422	0.000	0.000	0.000	0.000	0.000
FBgn0053423	CR33423	5SrRNA:CR33423	0.000	0.000	0.000	0.000	0.000
FBgn0053424	CR33424	5SrRNA:CR33424	0.000	0.000	0.000	0.000	0.000
FBgn0053425	CR33425	5SrRNA:CR33425	0.000	0.000	0.000	0.000	0.000
FBgn0053426	CR33426	5SrRNA:CR33426	0.000	0.000	0.000	0.000	0.000
FBgn0053427	CR33427	5SrRNA:CR33427	0.000	0.000	0.000	0.000	0.000
FBgn0053428	CR33428	5SrRNA:CR33428	0.000	0.000	0.000	0.000	0.019
FBgn0053429	CR33429	5SrRNA:CR33429	0.000	0.000	0.000	0.000	0.000
FBgn0053430	CR33430	5SrRNA:CR33430	0.000	0.000	0.000	0.000	0.000
FBgn0053431	CR33431	5SrRNA:CR33431	0.000	0.000	0.000	0.000	0.000
FBgn0053432	CR33432	5SrRNA:CR33432	0.000	0.000	0.000	0.000	0.000
FBgn0053433	CR33433	5SrRNA:CR33433	0.000	0.000	0.000	0.000	0.000
FBgn0053434	CR33434	5SrRNA:CR33434	0.000	0.000	0.000	0.000	0.000
FBgn0053435	CR33435	5SrRNA:CR33435	0.000	0.000	0.000	0.000	0.000
FBgn0053436	CR33436	5SrRNA:CR33436	0.000	0.000	0.000	0.000	0.000
FBgn0053437	CR33437	5SrRNA:CR33437	0.000	0.000	0.000	0.000	0.000
FBgn0053438	CR33438	5SrRNA:CR33438	0.000	0.000	0.000	0.000	0.000
FBgn0053439	CR33439	5SrRNA:CR33439	0.000	0.000	0.000	0.000	0.000
FBgn0053440	CR33440	5SrRNA:CR33440	0.000	0.000	0.000	0.000	0.000
FBgn0053441	CR33441	5SrRNA:CR33441	0.000	0.000	0.000	0.000	0.000
FBgn0053442	CR33442	5SrRNA:CR33442	0.000	0.000	0.000	0.000	0.000
FBgn0053443	CR33443	5SrRNA:CR33443	0.000	0.000	0.000	0.000	0.000
FBgn0053444	CR33444	5SrRNA:CR33444	0.000	0.000	0.000	0.000	0.000
FBgn0053445	CR33445	5SrRNA:CR33445	0.000	0.000	0.000	0.000	0.000
FBgn0053446	CR33446	5SrRNA:CR33446	0.000	0.000	0.000	0.000	0.000
FBgn0053447	CR33447	5SrRNA:CR33447	0.000	0.000	0.000	0.000	0.000
FBgn0053448	CR33448	5SrRNA:CR33448	0.000	0.000	0.000	0.000	0.000
FBgn0053449	CR33449	5SrRNA:CR33449	0.000	0.000	0.000	0.000	0.000
FBgn0053450	CR33450	5SrRNA:CR33450	0.000	0.000	0.000	0.000	0.000
FBgn0053451	CR33451	5SrRNA:CR33451	0.000	0.000	0.000	0.000	0.000
FBgn0053452	CR33452	5SrRNA:CR33452	0.000	0.000	0.000	0.000	0.029
FBgn0053453	CG33453	-	0.005	0.321	0.027	0.116	0.055
FBgn0053454	CG33454	-	0.026	0.051	0.024	0.031	0.017
FBgn0053458	CG33458	-	0.106	0.106	0.423	0.183	0.041
FBgn0053459	CG33459	-	0.051	0.033	0.036	0.056	0.048
FBgn0053460	CG33460	-	0.596	3.259	0.949	0.161	0.582
FBgn0053461	CG33461	-	0.043	0.325	0.095	0.232	0.045
FBgn0053462	CG33462	-	0.019	0.056	0.033	0.066	0.038
FBgn0053463	CG33463	-	0.024	0.083	0.104	0.052	0.008
FBgn0053465	CG33465	-	0.010	0.024	0.020	0.083	0.036
FBgn0053467	CG33467	-	0.008	0.000	0.044	0.045	0.007
FBgn0053468	CG33468	-	8.343	12.744	17.560	1.575	21.684
FBgn0053469	CG33469	-	1.588	5.943	9.127	1.396	6.684
FBgn0053470	CG33470	-	0.000	0.000	0.000	0.000	0.000
FBgn0053471	CR33471	Ionotropic receptor 48a	0.014	0.015	0.018	0.026	0.004
FBgn0053474	CG33474	-	0.611	1.535	0.214	0.210	1.381
FBgn0053475	CG33475	-	0.111	0.019	0.030	0.315	0.000
FBgn0053476	CG33476	-	0.016	0.008	0.017	0.047	0.007
FBgn0053477	CG33477	-	0.005	0.005	0.017	0.004	0.008
FBgn0053481	CG33481	dpr7	0.037	0.058	0.173	0.784	0.101
FBgn0053483	CG33483	-	0.015	0.295	0.211	3.018	0.135
FBgn0053487	CR33487	-	0.000	0.000	0.000	0.000	0.000
FBgn0053489	CG33489	-	0.005	0.007	0.004	0.002	0.010
FBgn0053490	CG33490	-	0.039	0.078	0.014	0.029	0.087
FBgn0053491	CR33491	-	0.031	0.053	0.023	0.008	0.024
FBgn0053493	CG33493	-	1.853	2.767	2.214	2.689	1.621
FBgn0053494	CG33494	-	0.456	3.081	0.467	0.470	1.016
FBgn0053496	CR33496	-	0.000	0.000	0.000	0.000	0.000
FBgn0053497	CG33497	Sperm-specific dynein intermediate chain 2	0.000	0.000	0.000	0.000	0.000
FBgn0053498	CR33498	-	0.089	0.168	0.070	0.171	0.036
FBgn0053499	CG33499	Sperm-specific dynein intermediate chain 4	0.000	0.002	0.000	0.007	0.001
FBgn0053500	CG33500	-	1.497	0.993	1.236	1.050	0.266
FBgn0053502	CG33502	-	0.000	0.000	0.000	0.000	0.000
FBgn0053503	CG33503	Cyp12d1-d	0.232	0.071	0.160	0.575	0.720
FBgn0053504	CR33504	small nuclear RNA U7	0.000	0.059	0.369	0.071	0.184
FBgn0053505	CG33505	U3 small nuclear riboprotein factor 55K	5.902	4.212	6.485	2.054	1.440
FBgn0053506	CG33506	-	7.213	12.967	14.553	12.155	10.577
FBgn0053508	CG33508	pickpocket 13	10.030	4.668	0.256	13.337	2.319
FBgn0053509	CG33509	-	8.070	3.426	0.128	1.594	1.521
FBgn0053510	CG33510	-	0.387	0.282	3.058	0.532	1.450
FBgn0053511	CG33511	-	0.362	0.146	0.341	0.077	0.439
FBgn0053512	CG33512	dpr4	0.468	0.818	3.301	0.798	1.818
FBgn0053513	CG33513	NMDA receptor 2	0.003	0.008	0.002	0.010	0.003
FBgn0053514	CG33514	-	6.071	35.817	46.752	4.589	49.464
FBgn0053516	CG33516	dpr3	0.030	0.096	0.120	0.120	0.012
FBgn0053517	CG33517	Dopamine 2-like receptor	0.007	0.003	0.008	0.005	0.002
FBgn0053519	CG33519	Unc-89	0.021	0.066	0.115	0.029	0.085
